"","005380","000270","003620","067990","000040"
"2016-04-21",154000,49200,7800,4287,7300
"2016-04-22",151000,49050,7800,4292,7330
"2016-04-25",149500,48750,7800,4194,7514
"2016-04-26",153500,49750,7870,4238,7544
"2016-04-27",149000,48950,7890,4076,7544
"2016-04-28",148000,48200,7910,4125,7453
"2016-04-29",143500,47900,8030,4091,7330
"2016-05-02",142500,47900,7900,4125,7330
"2016-05-03",142500,47550,7860,4076,7330
"2016-05-04",139000,46900,7630,4125,7208
"2016-05-09",135500,46200,7540,4086,7117
"2016-05-10",139500,47550,7600,4110,7208
"2016-05-11",139000,47150,7500,4120,7117
"2016-05-12",136500,47000,7520,4184,7147
"2016-05-13",135000,47000,7380,4213,7361
"2016-05-16",135500,46500,7430,4199,7239
"2016-05-17",134500,46100,7280,4184,7056
"2016-05-18",133000,45950,7160,4012,6933
"2016-05-19",134500,46650,7230,3688,6903
"2016-05-20",132000,46300,7100,3811,6933
"2016-05-23",133000,45950,7060,3825,6811
"2016-05-24",133500,46300,7030,3919,6781
"2016-05-25",135000,46600,7050,4012,6536
"2016-05-26",135000,46400,7130,3924,6628
"2016-05-27",136000,46350,7100,4076,6628
"2016-05-30",136500,45750,7050,4208,6567
"2016-05-31",139500,46650,7090,4208,6750
"2016-06-01",138000,46500,7020,4208,6903
"2016-06-02",138000,46050,6910,4321,6872
"2016-06-03",138500,46050,7050,4287,6872
"2016-06-07",139500,46150,7210,4292,6995
"2016-06-08",139500,46500,7280,4213,6903
"2016-06-09",139000,46200,7410,4105,6750
"2016-06-10",139000,46300,7290,4238,6811
"2016-06-13",135500,45200,7100,4174,6872
"2016-06-14",138500,44750,7000,4189,6903
"2016-06-15",135500,44700,6920,4223,7117
"2016-06-16",134500,44250,6890,4179,6933
"2016-06-17",134500,44850,6880,4282,6903
"2016-06-20",136500,44950,7030,4429,6903
"2016-06-21",138000,44300,6970,4317,6995
"2016-06-22",140000,44700,7080,4267,7086
"2016-06-23",141000,45050,7120,4135,6903
"2016-06-24",139500,43850,6800,3624,6567
"2016-06-27",141500,44150,6950,3737,6597
"2016-06-28",139000,43900,6940,3840,6903
"2016-06-29",139000,43800,7010,3924,6933
"2016-06-30",135500,43200,7000,4105,6964
"2016-07-01",137000,43050,7030,4120,6995
"2016-07-04",137000,42950,7070,4091,6995
"2016-07-05",135000,42650,7060,4017,7147
"2016-07-06",130000,41400,6980,3948,7300
"2016-07-07",131000,41550,7010,3948,7330
"2016-07-08",130500,40900,6950,3879,7392
"2016-07-11",131000,41300,6950,3879,7300
"2016-07-12",132000,41600,7090,3929,7239
"2016-07-13",135500,41850,7080,3904,7178
"2016-07-14",131500,41300,7140,3894,7239
"2016-07-15",133000,41900,7100,3929,7178
"2016-07-18",132000,41350,7240,3938,7178
"2016-07-19",130000,41700,7210,4120,7178
"2016-07-20",129500,41700,7130,4189,7178
"2016-07-21",130000,41650,7150,4341,7330
"2016-07-22",129000,41650,7110,4503,7819
"2016-07-25",135500,43100,7140,4493,7392
"2016-07-26",136000,43050,7140,4385,7178
"2016-07-27",137000,43150,7190,4380,7117
"2016-07-28",136000,42500,7240,4459,7178
"2016-07-29",132000,42150,7200,4469,7086
"2016-08-01",135500,42250,7290,4429,7086
"2016-08-02",134000,41750,7240,4660,7117
"2016-08-03",132000,41000,7070,4488,7086
"2016-08-04",130500,40800,7080,4223,7178
"2016-08-05",133000,40900,7160,4341,7086
"2016-08-08",133000,40900,7120,4282,7056
"2016-08-09",136500,41650,7150,4493,6597
"2016-08-10",134000,41150,7120,4528,6781
"2016-08-11",134500,41700,7110,4179,6720
"2016-08-12",136000,42400,7190,4223,6689
"2016-08-16",133000,41600,7240,4115,6720
"2016-08-17",135000,41400,7230,4007,6659
"2016-08-18",132500,41150,7320,3978,6750
"2016-08-19",132500,41250,7300,3879,6903
"2016-08-22",132000,41500,7270,3801,7056
"2016-08-23",132500,42000,7330,3825,6933
"2016-08-24",135500,42550,7560,3909,7025
"2016-08-25",136500,42900,7750,3924,6933
"2016-08-26",135500,42350,7690,3909,6903
"2016-08-29",134000,41700,7590,3737,6933
"2016-08-30",132500,41750,7600,3742,6903
"2016-08-31",133000,41950,7590,3752,6750
"2016-09-01",131500,41700,7600,3757,6781
"2016-09-02",135000,41750,7610,3742,6720
"2016-09-05",139000,42300,7750,3776,6689
"2016-09-06",139500,42700,7680,3850,6811
"2016-09-07",139000,42700,7610,3752,6720
"2016-09-08",139000,44200,7700,3673,6597
"2016-09-09",139500,44550,7550,3683,6475
"2016-09-12",138500,44700,7490,3732,6536
"2016-09-13",138500,44000,7360,3757,6597
"2016-09-19",137000,44250,7370,3717,6628
"2016-09-20",138500,44400,7470,3717,6597
"2016-09-21",138000,44100,7490,3717,6597
"2016-09-22",138000,44000,7600,3776,6628
"2016-09-23",142000,44800,7540,3830,6597
"2016-09-26",140500,43750,7770,3845,6567
"2016-09-27",141500,44200,7900,3899,6506
"2016-09-28",138500,42900,7920,3914,6506
"2016-09-29",139500,42950,7900,3909,6536
"2016-09-30",135500,42150,7880,3875,6475
"2016-10-04",139000,42300,8040,3870,6506
"2016-10-05",140000,42150,7920,3801,6445
"2016-10-06",139000,42250,7760,4066,6384
"2016-10-07",136500,42150,7770,4159,6689
"2016-10-10",133500,41700,7920,4115,6536
"2016-10-11",134500,42050,8040,4120,6597
"2016-10-12",136500,42400,8090,4253,6506
"2016-10-13",134000,42000,7860,4253,6506
"2016-10-14",133000,41350,8000,4292,6506
"2016-10-17",133000,41650,7890,4199,6353
"2016-10-18",134500,41650,7810,4297,6414
"2016-10-19",133000,41450,7750,4253,6261
"2016-10-20",132000,40800,7700,4312,6170
"2016-10-21",133500,41050,7560,4292,6139
"2016-10-24",134500,41350,7620,4204,6170
"2016-10-25",138000,41650,7550,4066,6035
"2016-10-26",137500,41450,7370,3992,5828
"2016-10-27",138000,41650,7520,4017,5944
"2016-10-28",140500,41150,7400,4120,5809
"2016-10-31",140000,40700,7340,4096,5681
"2016-11-01",141500,40850,7300,4027,5742
"2016-11-02",139500,40850,7200,3978,5498
"2016-11-03",136500,41150,7320,3992,5559
"2016-11-04",136000,41000,7290,4096,5522
"2016-11-07",137000,40900,7350,4096,5669
"2016-11-08",138500,41450,7290,4096,5718
"2016-11-09",134000,39850,7080,3992,5376
"2016-11-10",129000,38100,7220,4110,5602
"2016-11-11",131500,38000,7290,4263,5614
"2016-11-14",132000,37600,7350,4292,5571
"2016-11-15",130500,36950,7480,4263,5596
"2016-11-16",131000,37000,7750,4277,5620
"2016-11-17",132000,36650,7760,4317,5620
"2016-11-18",129500,36650,7580,4292,5516
"2016-11-21",133500,37000,7350,4253,5486
"2016-11-22",133500,36950,7490,4282,5363
"2016-11-23",134000,36750,7220,4253,5137
"2016-11-24",135000,36950,7150,4321,4863
"2016-11-25",136000,36900,7120,4297,5553
"2016-11-28",135000,37050,7100,4223,5486
"2016-11-29",134500,37150,7200,4204,5443
"2016-11-30",133000,37400,7280,4130,5254
"2016-12-01",132000,37150,7210,4208,4814
"2016-12-02",133500,37200,7420,4086,4887
"2016-12-05",134000,37350,7490,3978,4746
"2016-12-06",136500,38000,7490,4017,4777
"2016-12-07",136500,37650,7540,3983,4624
"2016-12-08",142000,38900,7580,3978,4704
"2016-12-09",144000,39050,7630,4017,4704
"2016-12-12",144500,38850,7630,3899,4838
"2016-12-13",145000,39600,7790,3919,5021
"2016-12-14",143500,39600,7840,3879,5064
"2016-12-15",142000,39200,7780,3919,5254
"2016-12-16",139500,39250,7770,3914,5266
"2016-12-19",142000,39250,7730,3811,5351
"2016-12-20",143500,39350,7810,3781,5296
"2016-12-21",143500,39250,7830,3825,5339
"2016-12-22",142000,38800,7860,3821,5302
"2016-12-23",144000,39100,7890,3816,5260
"2016-12-26",144500,39000,7840,3786,5211
"2016-12-27",144500,39500,7800,3806,5223
"2016-12-28",143500,38950,7880,3889,5284
"2016-12-29",146000,39250,7890,3953,5272
"2017-01-02",150000,39500,8160,4002,5425
"2017-01-03",153000,40750,8170,3983,5589
"2017-01-04",154000,41300,8180,3983,5632
"2017-01-05",153500,41100,8190,3879,5669
"2017-01-06",151000,40750,8020,3909,5632
"2017-01-09",150500,40350,7920,3879,5644
"2017-01-10",152000,40500,7890,4076,5614
"2017-01-11",148500,40300,7760,4258,5492
"2017-01-12",148000,40550,7910,4307,5125
"2017-01-13",149000,40550,7910,4582,5357
"2017-01-16",150500,40500,7900,4552,5272
"2017-01-17",153500,40700,7880,4650,5290
"2017-01-18",154000,41150,7750,4793,5302
"2017-01-19",152000,40800,7640,4788,5266
"2017-01-20",153000,39750,7690,4891,5095
"2017-01-23",149000,39400,7660,4852,4905
"2017-01-24",146500,38400,7550,4695,4759
"2017-01-25",142000,37500,7370,4763,4863
"2017-01-26",142500,37750,7380,4788,4881
"2017-01-31",139500,36400,7590,4832,4795
"2017-02-01",139500,36500,7670,4837,4856
"2017-02-02",136000,35700,7660,4734,4783
"2017-02-03",137500,36150,7680,4675,4734
"2017-02-06",136500,35900,7710,4611,4808
"2017-02-07",139000,36650,7740,4960,5192
"2017-02-08",139000,36800,7870,4989,4979
"2017-02-09",140000,36500,7880,5117,4777
"2017-02-10",141000,36800,7890,5058,4759
"2017-02-13",139500,36900,7920,5029,4777
"2017-02-14",140000,37000,7950,4930,4795
"2017-02-15",145500,37350,7950,4979,4808
"2017-02-16",150500,37600,7780,4950,4838
"2017-02-17",150500,37950,7900,4921,4856
"2017-02-20",150000,37800,7880,5088,4759
"2017-02-21",151000,38000,7900,5245,4753
"2017-02-22",149500,38350,8100,5323,4771
"2017-02-23",146000,37850,8100,5245,4918
"2017-02-24",148000,38100,8130,5117,4930
"2017-02-27",148500,38250,8100,5127,4893
"2017-02-28",149500,38250,7970,5156,4808
"2017-03-02",148500,37100,7860,4999,4789
"2017-03-03",142000,36500,7900,5117,4789
"2017-03-06",145000,36550,7710,5225,4746
"2017-03-07",144000,36700,7800,5205,4875
"2017-03-08",144500,36300,7930,4979,4844
"2017-03-09",145000,36250,7830,5117,4759
"2017-03-10",146000,36300,7840,5127,4808
"2017-03-13",146000,36450,7800,5353,4826
"2017-03-14",149000,36400,7770,5343,4814
"2017-03-15",149500,36100,7800,5294,4887
"2017-03-16",151500,36950,7790,5225,4893
"2017-03-17",151500,36850,7760,5029,4893
"2017-03-20",156500,37000,7670,4999,4838
"2017-03-21",170000,38300,7700,4911,4820
"2017-03-22",170000,37450,7690,4940,4777
"2017-03-23",165000,37300,7700,4906,4734
"2017-03-24",164000,37250,7730,4911,4771
"2017-03-27",162000,36850,7690,4793,4728
"2017-03-28",160000,36600,7850,4852,4753
"2017-03-29",156000,36350,7790,4979,4746
"2017-03-30",158500,36600,7990,4940,4746
"2017-03-31",157500,37050,7950,4906,4795
"2017-04-03",156500,36850,7930,4734,4869
"2017-04-04",152000,36350,7790,4754,4795
"2017-04-05",150000,35950,7770,4763,4814
"2017-04-06",148000,35850,7760,4631,4753
"2017-04-07",144500,35550,7760,4650,4753
"2017-04-10",146000,35550,7630,4498,4704
"2017-04-11",142500,35000,7610,4582,4643
"2017-04-12",141500,35100,7660,4587,4637
"2017-04-13",142500,34750,7680,4488,4637
"2017-04-14",142500,34550,7630,4513,4575
"2017-04-17",144000,34950,7610,4670,4588
"2017-04-18",141000,34700,7630,4685,4582
"2017-04-19",137000,34100,7710,4837,4551
"2017-04-20",141500,34900,7710,4862,4472
"2017-04-21",141500,34850,7740,4813,4478
"2017-04-24",141500,35200,7640,4754,4453
"2017-04-25",144500,35200,7640,4862,4435
"2017-04-26",151000,35900,7680,4813,4349
"2017-04-27",147000,35000,7680,4813,4356
"2017-04-28",144000,34850,7540,4808,4337
"2017-05-02",151000,35100,7630,4788,4337
"2017-05-04",152000,35250,7540,4734,4514
"2017-05-08",158000,35750,7530,4734,4514
"2017-05-10",156500,36100,7480,4749,4484
"2017-05-11",157500,36850,7540,4778,4734
"2017-05-12",155000,36500,7390,4655,4832
"2017-05-15",154000,36800,7390,4670,4850
"2017-05-16",157500,36900,7260,4709,5119
"2017-05-17",158500,37150,7200,4867,5315
"2017-05-18",165000,38200,7300,5186,5284
"2017-05-19",170000,38800,7280,5156,5296
"2017-05-22",170000,39050,7320,5196,5351
"2017-05-23",170000,39200,7230,5058,5443
"2017-05-24",164000,39000,7290,4989,5498
"2017-05-25",165000,38950,7200,5029,5406
"2017-05-26",163500,38850,7230,5088,5425
"2017-05-29",162000,39250,7340,5176,5443
"2017-05-30",164000,39150,7280,5412,5437
"2017-05-31",163000,39050,7240,5353,5437
"2017-06-01",165500,39550,7250,5549,5406
"2017-06-02",163000,39200,7230,5549,5559
"2017-06-05",161500,38750,7240,5775,5669
"2017-06-07",159000,38850,7230,5755,5724
"2017-06-08",160000,39150,7210,5696,5535
"2017-06-09",160000,39000,7210,5795,5412
"2017-06-12",162500,38950,7190,5755,5480
"2017-06-13",164500,39200,7230,5687,5620
"2017-06-14",169000,40100,7160,5795,5608
"2017-06-15",163000,39300,7090,5913,5553
"2017-06-16",165000,39750,7090,5981,5528
"2017-06-19",167000,39750,7000,5893,5480
"2017-06-20",166500,39400,6950,5785,5418
"2017-06-21",160500,38100,6860,5795,5382
"2017-06-22",161500,38300,6840,5608,5284
"2017-06-23",164000,38850,6900,5755,5834
"2017-06-26",164000,38650,6800,5598,5681
"2017-06-27",160500,38000,6800,5736,5382
"2017-06-28",160000,37850,6890,5539,5296
"2017-06-29",161000,38150,6890,5539,5535
"2017-06-30",159500,38200,6840,5471,5541
"2017-07-03",163500,38700,6780,5647,5528
"2017-07-04",158500,38000,6660,5667,5535
"2017-07-05",156000,38000,6690,5785,5608
"2017-07-06",155500,37700,6610,5775,6048
"2017-07-07",151500,37300,6480,5598,6139
"2017-07-10",148000,36700,6420,5716,6414
"2017-07-11",148000,36800,6300,5618,6414
"2017-07-12",149000,37000,6310,5765,5638
"2017-07-13",149000,37000,6360,5991,5602
"2017-07-14",154000,37400,6330,6089,5406
"2017-07-17",150500,37600,6250,6129,5247
"2017-07-18",148000,37000,6310,6541,5101
"2017-07-19",148500,37050,6500,6738,5174
"2017-07-20",148000,36450,6430,6796,5119
"2017-07-21",147500,36550,6360,6904,5064
"2017-07-24",145000,36500,6430,6669,5003
"2017-07-25",146000,36800,6420,6600,4991
"2017-07-26",148000,36900,6440,6688,4905
"2017-07-27",146500,37000,6450,6629,5009
"2017-07-28",149500,37200,6400,6364,4924
"2017-07-31",145000,36600,6240,6512,4740
"2017-08-01",145500,36750,6230,6453,4765
"2017-08-02",147500,36850,6320,6404,4826
"2017-08-03",148500,36950,6220,6227,4826
"2017-08-04",150000,37600,6180,6296,4753
"2017-08-07",148000,37050,6080,6502,4918
"2017-08-08",144000,35400,5980,6512,4856
"2017-08-09",146000,35500,5900,6620,4783
"2017-08-10",145000,35350,5860,6531,4759
"2017-08-11",142000,35200,5800,6296,4294
"2017-08-14",144500,35700,5790,6315,4374
"2017-08-16",144500,35450,5770,6472,4368
"2017-08-17",144000,35250,5700,6728,4411
"2017-08-18",144500,35350,5780,6629,4349
"2017-08-21",148000,35700,5730,6590,4276
"2017-08-22",147000,35500,5720,6472,4258
"2017-08-23",146500,35200,5710,6404,4160
"2017-08-24",143500,34800,5740,6296,4166
"2017-08-25",144500,35350,5760,6423,4203
"2017-08-28",144500,35900,5810,6413,4154
"2017-08-29",144000,35750,5750,6315,4148
"2017-08-30",143000,36750,5660,6364,4184
"2017-08-31",140500,35450,5520,6541,4142
"2017-09-01",143000,35550,5590,6531,4160
"2017-09-04",140000,34900,5490,6188,4093
"2017-09-05",138000,34100,5460,5913,4050
"2017-09-06",136000,32850,5440,6099,3965
"2017-09-07",138000,32900,5530,6129,3977
"2017-09-08",135500,32000,5440,6030,3958
"2017-09-11",135000,31800,5420,5991,3684
"2017-09-12",136000,31150,5430,5962,3690
"2017-09-13",134000,30250,5360,5795,3519
"2017-09-14",137000,30600,5430,5804,3561
"2017-09-15",136500,30900,5310,5795,3555
"2017-09-18",137000,30550,5340,5883,3543
"2017-09-19",140000,31000,5490,5854,3574
"2017-09-20",142000,31350,5410,5746,3513
"2017-09-21",141500,30600,5370,5451,3311
"2017-09-22",142000,30400,5280,5480,3060
"2017-09-25",141000,30200,5100,5657,3012
"2017-09-26",147500,30950,5050,5579,3115
"2017-09-27",147500,31450,5130,5736,3219
"2017-09-28",147000,30850,5210,5775,3097
"2017-09-29",150500,31650,5180,5657,3158
"2017-10-10",151000,31950,5110,5421,3054
"2017-10-11",155000,32550,5220,5814,3085
"2017-10-12",156500,32300,5320,5795,3054
"2017-10-13",154500,32100,5470,5490,2969
"2017-10-16",153000,32350,5640,5205,2505
"2017-10-17",149500,31500,5580,5402,2450
"2017-10-18",150500,32950,5450,5441,2431
"2017-10-19",151500,33250,5480,5588,2437
"2017-10-20",151500,33400,5570,5638,2443
"2017-10-23",151500,33850,5520,5657,2419
"2017-10-24",151000,33800,5300,5795,2431
"2017-10-25",148500,33250,5230,5932,2462
"2017-10-26",159500,34250,5300,5903,2474
"2017-10-27",158500,34400,5390,6138,2480
"2017-10-30",156000,34550,5310,6148,2468
"2017-10-31",161000,35400,5260,6178,2468
"2017-11-01",160500,35350,5200,6188,2517
"2017-11-02",160000,35150,5230,6060,2480
"2017-11-03",161500,35250,5350,6079,2480
"2017-11-06",158500,34900,5220,6011,2498
"2017-11-07",155000,34750,5200,5913,2523
"2017-11-08",155000,34500,5210,6158,2486
"2017-11-09",155500,35000,5340,6197,2523
"2017-11-10",154500,34750,5340,6070,2480
"2017-11-13",160500,35800,5400,6021,2352
"2017-11-14",160500,35050,5400,5962,2272
"2017-11-15",161500,35000,5350,5785,1949
"2017-11-16",159500,34200,5320,5834,2034
"2017-11-17",157000,33850,5240,5863,2065
"2017-11-20",156500,33750,5240,5795,2108
"2017-11-21",157000,33650,5290,5677,2138
"2017-11-22",155000,33150,5150,5706,2126
"2017-11-23",157000,33150,5250,5854,2236
"2017-11-24",159000,33050,5230,5932,2230
"2017-11-27",158500,32750,5260,5716,2236
"2017-11-28",157000,32950,5350,5579,2230
"2017-11-29",160500,33350,5380,5628,2187
"2017-11-30",164500,33650,5420,5588,2120
"2017-12-01",161500,33150,5240,5608,2156
"2017-12-04",160500,33100,5270,5431,2181
"2017-12-05",161500,33750,5380,5500,2272
"2017-12-06",162000,33900,5450,5579,2272
"2017-12-07",161500,33250,5320,5500,2199
"2017-12-08",158500,33000,5140,5500,2181
"2017-12-11",150000,32450,5070,5431,2169
"2017-12-12",150000,32700,5140,5421,2132
"2017-12-13",151500,33100,5170,5333,2132
"2017-12-14",150500,32500,4975,5363,2150
"2017-12-15",154000,33250,5160,5343,2138
"2017-12-18",154000,33300,5100,5461,2108
"2017-12-19",153000,33150,5070,5323,2028
"2017-12-20",152500,33300,5050,5382,1985
"2017-12-21",150000,32900,5040,5333,1985
"2017-12-22",153000,33100,5070,5254,1985
"2017-12-26",154000,33200,5100,5254,1985
"2017-12-27",156500,33350,5070,5677,1985
"2017-12-28",156000,33500,5120,5628,1985
"2018-01-02",149500,32800,5180,5903,1985
"2018-01-03",150500,32600,5180,5844,1985
"2018-01-04",146500,31550,5200,5854,1985
"2018-01-05",149000,31950,5210,6335,1985
"2018-01-08",151000,32400,5160,6639,1985
"2018-01-09",152500,32500,5300,6580,1985
"2018-01-10",155500,33050,5490,6826,1985
"2018-01-11",155000,32500,5460,6757,1985
"2018-01-12",154000,32100,5330,6767,2578
"2018-01-15",155000,32050,5370,6580,2627
"2018-01-16",158000,32650,5380,6738,2456
"2018-01-17",157500,32850,5400,6728,2335
"2018-01-18",155000,32700,5300,6679,2335
"2018-01-19",162000,34050,5330,6679,2355
"2018-01-22",162500,33750,5620,6659,2314
"2018-01-23",161000,33800,5610,6639,2318
"2018-01-24",156500,33900,5900,6679,2322
"2018-01-25",158500,33900,5940,6698,2412
"2018-01-26",152500,33500,5980,7052,2395
"2018-01-29",154500,33900,5990,6777,2558
"2018-01-30",156000,34200,5830,6708,2529
"2018-01-31",162000,34650,5880,6571,2566
"2018-02-01",160500,34350,5860,6502,2525
"2018-02-02",162500,35250,5920,6335,2473
"2018-02-05",159000,34950,5710,6207,2391
"2018-02-06",157500,34400,5650,6119,2395
"2018-02-07",157500,34050,5580,5893,2339
"2018-02-08",161000,33900,5620,6011,2391
"2018-02-09",155000,33050,5870,5913,2314
"2018-02-12",154000,32850,5730,6040,2306
"2018-02-13",152500,32100,5690,5785,2278
"2018-02-14",154500,32600,5650,5893,2233
"2018-02-19",155000,33100,5770,5922,2261
"2018-02-20",153500,32800,5670,5903,2261
"2018-02-21",160000,33850,5670,5873,2282
"2018-02-22",157000,33650,5600,5746,2359
"2018-02-23",159000,34000,5570,5706,2310
"2018-02-26",161000,34200,5500,5706,2233
"2018-02-27",161000,34450,5540,5687,2274
"2018-02-28",161500,34350,5410,5677,2278
"2018-03-02",156000,33500,5230,5834,2261
"2018-03-05",153000,33400,5130,5903,2278
"2018-03-06",157000,34000,5130,5962,2237
"2018-03-07",152500,33100,5040,5952,2209
"2018-03-08",154500,33300,5110,6413,2278
"2018-03-09",154000,32900,5190,6443,2318
"2018-03-12",153500,32850,5180,6502,2351
"2018-03-13",153500,32550,5140,6453,2351
"2018-03-14",156000,32800,5070,6394,2489
"2018-03-15",157500,32350,5100,6453,2505
"2018-03-16",157500,32550,5050,6482,2497
"2018-03-19",151500,31400,5070,6394,2339
"2018-03-20",152500,31950,5060,6423,2371
"2018-03-21",154500,31800,5080,6158,2420
"2018-03-22",152500,31900,5020,6060,2416
"2018-03-23",151500,31300,5010,5903,2359
"2018-03-26",149500,31450,5010,6178,2383
"2018-03-27",154000,31750,4980,6580,2306
"2018-03-28",151500,33000,4985,6590,2270
"2018-03-29",143500,31850,4945,6600,2294
"2018-03-30",143500,31000,4965,6580,2343
"2018-04-02",148500,31200,4920,6276,2314
"2018-04-03",152000,31750,4970,6266,2420
"2018-04-04",156500,32550,4960,5883,2404
"2018-04-05",154000,32350,4960,6040,2501
"2018-04-06",152500,32050,4955,6011,2529
"2018-04-09",151000,31700,4960,6089,2464
"2018-04-10",151000,32250,4945,6551,2428
"2018-04-11",150000,31800,4955,6571,2460
"2018-04-12",152000,31650,4950,6531,2485
"2018-04-13",150500,31250,4940,6747,2489
"2018-04-16",153000,31350,4910,6639,2489
"2018-04-17",157500,31450,4910,7022,2529
"2018-04-18",158500,31700,4935,7071,2517
"2018-04-19",158000,31200,5090,6836,2517
"2018-04-20",160000,31350,5080,6679,2769
"2018-04-23",159500,31350,4980,6472,2757
"2018-04-24",162500,31400,5050,6512,2785
"2018-04-25",164000,31350,4940,6502,2883
"2018-04-26",156500,31050,4940,6541,2716
"2018-04-27",158000,32200,4940,6590,2736
"2018-04-30",160000,33100,5050,6580,2708
"2018-05-02",160000,33050,5020,6639,2619
"2018-05-03",160000,33900,5020,6659,2769
"2018-05-04",158000,33750,4960,6620,2745
"2018-05-08",156000,33850,4940,6463,2627
"2018-05-09",153500,33550,4905,6286,2797
"2018-05-10",152000,33450,4960,6413,2879
"2018-05-11",153000,33900,4960,6512,2923
"2018-05-14",151000,33750,4955,6482,2899
"2018-05-15",148500,33600,4915,6453,2911
"2018-05-16",150500,33700,4915,6315,2939
"2018-05-17",149500,33500,4900,6188,2939
"2018-05-18",150000,33750,4890,6138,2944
"2018-05-21",149000,33950,4855,6374,2952
"2018-05-23",144500,33650,4790,6364,2964
"2018-05-24",140000,32700,4775,6374,2862
"2018-05-25",139000,32250,4720,6286,2822
"2018-05-28",138500,32300,4660,6413,2850
"2018-05-29",140000,31650,4610,6394,2858
"2018-05-30",137500,31700,4570,6305,2854
"2018-05-31",139000,31150,4590,6472,2931
"2018-06-01",140000,31900,4835,6679,2992
"2018-06-04",143000,33750,4945,6659,3021
"2018-06-05",142500,33100,4910,6580,3025
"2018-06-07",142500,33400,4920,6649,3069
"2018-06-08",141000,33100,4920,6580,3045
"2018-06-11",139500,32600,4930,6639,2984
"2018-06-12",140500,32850,4975,6649,2976
"2018-06-14",135000,32250,4815,6649,3033
"2018-06-15",134000,32200,4955,6610,3033
"2018-06-18",135000,32000,4930,6404,3017
"2018-06-19",131500,31700,4750,6109,3017
"2018-06-20",129500,31500,4645,5981,2992
"2018-06-21",127000,30800,4615,5981,2907
"2018-06-22",130000,31300,4570,5883,2834
"2018-06-25",129000,31450,4635,5657,2724
"2018-06-26",129500,31950,4645,5529,2607
"2018-06-27",127500,31000,4580,5706,2550
"2018-06-28",125000,30700,4600,5569,2448
"2018-06-29",125500,30850,4570,5647,2448
"2018-07-02",123500,30800,4590,5245,2339
"2018-07-03",122000,30950,4530,5274,2347
"2018-07-04",119500,29550,4440,5117,2298
"2018-07-05",121500,29700,4455,5029,2310
"2018-07-06",123500,31050,4600,5363,2318
"2018-07-09",124500,31400,4550,5392,2586
"2018-07-10",123500,31100,4535,5431,2590
"2018-07-11",121500,30900,4750,5353,2578
"2018-07-12",123000,31350,4660,5402,2570
"2018-07-13",122500,31450,4565,5618,2558
"2018-07-16",126000,31950,4615,5726,2566
"2018-07-17",126500,32400,4590,5677,2558
