"","033180","012690","256150","053620","009770"
"2016-04-29",4506,4235,NA,11000,37800
"2016-05-02",4255,4110,NA,10900,37500
"2016-05-03",4400,4130,NA,11000,37650
"2016-05-04",4163,4050,NA,10850,37200
"2016-05-09",4134,4040,NA,10800,37550
"2016-05-10",4192,4145,NA,11200,37700
"2016-05-11",4153,4140,NA,11650,38200
"2016-05-12",4056,4135,NA,11700,37100
"2016-05-13",4047,4180,NA,11700,38000
"2016-05-16",3955,4150,NA,11700,37650
"2016-05-17",3964,4020,NA,11950,37750
"2016-05-18",3790,4000,NA,11950,37800
"2016-05-19",3974,4030,NA,11900,38150
"2016-05-20",4226,4025,NA,11900,38350
"2016-05-23",4221,4050,NA,11850,38550
"2016-05-24",4361,3930,NA,11600,38450
"2016-05-25",4356,3915,NA,11850,38300
"2016-05-26",4269,3825,NA,11700,38550
"2016-05-27",4230,3875,NA,11700,38600
"2016-05-30",4293,3880,NA,11200,38600
"2016-05-31",4854,3955,NA,11350,38650
"2016-06-01",4980,4085,NA,11500,38700
"2016-06-02",5038,4030,NA,11600,38700
"2016-06-03",5086,4075,NA,11100,38450
"2016-06-07",5115,4080,NA,11200,38950
"2016-06-08",5076,4085,NA,11300,38300
"2016-06-09",4820,4000,NA,11000,39050
"2016-06-10",4893,4005,NA,10700,39050
"2016-06-13",4757,3900,NA,10250,39400
"2016-06-14",4636,3865,NA,10550,39450
"2016-06-15",4738,3900,NA,10950,39350
"2016-06-16",4525,3810,NA,10600,39300
"2016-06-17",4462,3775,NA,10600,39650
"2016-06-20",4559,3855,NA,10700,39650
"2016-06-21",4419,3885,NA,10400,39400
"2016-06-22",4448,3855,NA,10600,39250
"2016-06-23",4255,3795,NA,10650,39450
"2016-06-24",3897,3500,NA,9950,38000
"2016-06-27",4182,3530,NA,10600,38350
"2016-06-28",4467,3635,NA,10900,39150
"2016-06-29",4491,3700,NA,10900,39550
"2016-06-30",4516,3735,NA,11000,39600
"2016-07-01",4641,3760,NA,11300,40400
"2016-07-04",4578,3760,NA,11400,40100
"2016-07-05",4458,3745,NA,11200,40000
"2016-07-06",4361,3715,NA,11200,40000
"2016-07-07",4429,3750,NA,11200,40400
"2016-07-08",4351,3795,NA,11000,40400
"2016-07-11",4549,3790,NA,11150,39900
"2016-07-12",4612,3775,NA,11400,40300
"2016-07-13",4617,3800,NA,11500,40100
"2016-07-14",4820,3790,NA,11650,39850
"2016-07-15",4767,3760,NA,11700,39900
"2016-07-18",4646,3785,NA,11700,39800
"2016-07-19",4549,3785,NA,11650,39600
"2016-07-20",4757,3770,NA,11600,39650
"2016-07-21",4530,3760,NA,11600,39650
"2016-07-22",4409,3960,NA,11950,39950
"2016-07-25",4032,3920,NA,12250,39750
"2016-07-26",4105,3960,NA,12300,39900
"2016-07-27",3931,4000,NA,12300,39750
"2016-07-28",3945,3955,NA,12100,39350
"2016-07-29",3984,3960,NA,11400,39400
"2016-08-01",3897,4010,NA,11250,39700
"2016-08-02",3916,3980,NA,11300,39900
"2016-08-03",3873,3910,NA,11900,40050
"2016-08-04",3882,3935,NA,12250,39800
"2016-08-05",3979,3960,NA,12250,39900
"2016-08-08",3945,3925,NA,12450,40350
"2016-08-09",3950,3935,NA,13850,39600
"2016-08-10",3916,3970,NA,13450,39450
"2016-08-11",3742,3965,NA,13350,39400
"2016-08-12",3728,3970,NA,13650,39000
"2016-08-16",3805,4150,NA,13800,39600
"2016-08-17",3728,4250,NA,13400,39550
"2016-08-18",3926,4170,NA,13000,39900
"2016-08-19",4051,4300,NA,13150,39950
"2016-08-22",4027,4145,NA,12850,39450
"2016-08-23",4061,4200,NA,12600,39500
"2016-08-24",3921,4175,NA,12400,39850
"2016-08-25",3776,4315,NA,12200,40450
"2016-08-26",3786,4320,NA,12400,39950
"2016-08-29",3776,4160,NA,12000,39400
"2016-08-30",3771,4190,NA,12300,40900
"2016-08-31",3689,4120,NA,12450,40300
"2016-09-01",3766,4205,NA,12500,40400
"2016-09-02",3805,4300,NA,12600,40500
"2016-09-05",3728,4360,NA,12800,40600
"2016-09-06",3713,4600,NA,12700,40650
"2016-09-07",3703,4500,NA,12600,40750
"2016-09-08",3510,4705,NA,12300,40750
"2016-09-09",3486,4660,NA,12300,40200
"2016-09-12",3210,4740,NA,11750,40200
"2016-09-13",3694,4700,NA,12350,40400
"2016-09-19",3689,4735,NA,12750,40650
"2016-09-20",3674,4745,NA,12750,40650
"2016-09-21",3607,4760,NA,12600,40900
"2016-09-22",3670,4605,NA,12600,41150
"2016-09-23",3636,4640,NA,13150,41450
"2016-09-26",3781,4590,NA,13200,42700
"2016-09-27",3819,4605,NA,13350,44250
"2016-09-28",3800,4530,NA,13400,44150
"2016-09-29",3732,4415,NA,13200,43600
"2016-09-30",3641,4310,NA,12900,42550
"2016-10-04",3660,4425,NA,12900,41500
"2016-10-05",3848,4540,NA,13200,42350
"2016-10-06",3819,4675,NA,13200,43400
"2016-10-07",3848,5210,NA,13150,43500
"2016-10-10",3916,6410,NA,13250,43600
"2016-10-11",3858,6330,NA,13100,43500
"2016-10-12",3848,6430,NA,13000,42700
"2016-10-13",3781,5880,NA,13100,41850
"2016-10-14",3819,5530,NA,12850,41700
"2016-10-17",3732,5550,NA,13050,42300
"2016-10-18",3713,5880,NA,12700,42450
"2016-10-19",3670,5980,NA,12600,43100
"2016-10-20",3636,5630,NA,12450,43850
"2016-10-21",3655,5720,NA,12700,42600
"2016-10-24",3602,5480,NA,12900,42900
"2016-10-25",3495,5600,NA,12850,43500
"2016-10-26",3428,5400,NA,12300,43700
"2016-10-27",3515,5730,NA,12850,44000
"2016-10-28",3452,6000,NA,12950,42800
"2016-10-31",3259,6110,NA,11700,43050
"2016-11-01",3365,5870,NA,11600,43150
"2016-11-02",3191,6130,NA,10950,42950
"2016-11-03",3152,6050,NA,11350,43100
"2016-11-04",3157,5880,NA,11100,43000
"2016-11-07",3172,6270,NA,11050,42350
"2016-11-08",3355,6570,NA,10700,42250
"2016-11-09",2910,5970,NA,10300,42400
"2016-11-10",2998,6410,NA,10750,42400
"2016-11-11",3099,6620,NA,11150,42400
"2016-11-14",3056,6700,NA,11200,42400
"2016-11-15",3104,6880,NA,10700,42950
"2016-11-16",3109,6750,NA,11000,43000
"2016-11-17",3147,6490,NA,11400,43000
"2016-11-18",3114,6180,NA,11300,42800
"2016-11-21",3017,6070,NA,11100,42800
"2016-11-22",3022,5990,NA,11100,43450
"2016-11-23",2973,6110,NA,10950,44100
"2016-11-24",2964,5730,NA,10600,44100
"2016-11-25",2993,5770,NA,10750,43950
"2016-11-28",2998,5590,NA,10700,43200
"2016-11-29",3051,6010,NA,10900,43650
"2016-11-30",3060,6020,NA,11000,44500
"2016-12-01",3031,5900,NA,11150,44700
"2016-12-02",2998,5820,NA,11100,44400
"2016-12-05",2930,6290,NA,11000,44200
"2016-12-06",2930,6470,NA,11050,44350
"2016-12-07",2886,6660,NA,11000,44200
"2016-12-08",2843,6620,NA,11100,44150
"2016-12-09",2838,6440,NA,11250,43700
"2016-12-12",2920,6950,NA,11200,43450
"2016-12-13",2925,6610,NA,11450,42750
"2016-12-14",3056,6600,NA,11400,42750
"2016-12-15",3041,6650,NA,11250,42750
"2016-12-16",3046,6890,NA,11500,42900
"2016-12-19",3046,6800,NA,11750,43300
"2016-12-20",3104,6770,NA,11600,43350
"2016-12-21",3089,7030,NA,11450,43300
"2016-12-22",3060,6840,NA,12000,44550
"2016-12-23",3036,6780,NA,12000,44450
"2016-12-26",3031,6730,NA,11950,45050
"2016-12-27",3060,6710,NA,12000,45300
"2016-12-28",3128,6680,NA,11950,44900
"2016-12-29",3172,6840,NA,12050,44800
"2017-01-02",3176,6870,NA,11750,43650
"2017-01-03",3186,6920,NA,12000,42950
"2017-01-04",3312,7900,NA,11850,43200
"2017-01-05",3268,8490,NA,11950,43100
"2017-01-06",3307,8060,NA,12000,42950
"2017-01-09",3244,8480,NA,12000,42850
"2017-01-10",3234,8490,NA,12000,42850
"2017-01-11",3283,8550,NA,11900,42200
"2017-01-12",3360,8250,NA,12000,42600
"2017-01-13",3394,8830,NA,12350,43000
"2017-01-16",3408,8800,NA,12150,44300
"2017-01-17",3336,9000,NA,11950,44100
"2017-01-18",3360,9060,NA,12150,44050
"2017-01-19",3365,8810,NA,12000,43500
"2017-01-20",3355,8910,NA,12000,43450
"2017-01-23",4153,8450,NA,12050,43200
"2017-01-24",3935,8590,NA,11900,43300
"2017-01-25",4022,8270,NA,11900,43700
"2017-01-26",3839,8310,NA,11950,42250
"2017-01-31",3892,8000,NA,12050,44600
"2017-02-01",3964,7830,NA,12100,43000
"2017-02-02",3728,7450,NA,12000,43800
"2017-02-03",3442,7510,NA,11800,43750
"2017-02-06",3660,7700,NA,11800,43200
"2017-02-07",3636,7280,NA,11750,42100
"2017-02-08",3578,7070,NA,11550,41850
"2017-02-09",3699,7020,NA,11500,42000
"2017-02-10",3670,7100,NA,11700,40900
"2017-02-13",3563,7250,NA,11700,42000
"2017-02-14",3718,7360,NA,11700,42750
"2017-02-15",3718,7360,NA,11800,43700
"2017-02-16",3684,7430,NA,12000,43300
"2017-02-17",3650,7370,NA,12000,43300
"2017-02-20",3597,7090,NA,12150,43550
"2017-02-21",3515,7200,NA,11950,43800
"2017-02-22",3457,7070,NA,11850,43900
"2017-02-23",3360,7030,NA,11650,44300
"2017-02-24",3481,6700,NA,11600,44350
"2017-02-27",3462,6810,NA,11650,44300
"2017-02-28",3452,6800,NA,11750,44200
"2017-03-02",3433,6690,NA,11600,43500
"2017-03-03",3307,6390,NA,11550,43500
"2017-03-06",3302,6620,NA,11500,43650
"2017-03-07",3326,6720,NA,11500,43300
"2017-03-08",3312,6550,NA,11500,42550
"2017-03-09",3302,6840,NA,11400,43550
"2017-03-10",3399,7300,NA,11450,43500
"2017-03-13",3447,7340,NA,11650,43650
"2017-03-14",3578,7360,NA,11750,43200
"2017-03-15",3515,7080,NA,11700,44000
"2017-03-16",3573,7440,NA,11500,44150
"2017-03-17",3592,7300,NA,11300,43900
"2017-03-20",3520,7310,NA,11300,44950
"2017-03-21",3466,7170,NA,11350,44500
"2017-03-22",3466,7210,NA,11300,44150
"2017-03-23",3326,7140,NA,11350,44150
"2017-03-24",3341,7200,NA,11350,43650
"2017-03-27",3244,7120,NA,11300,44300
"2017-03-28",3312,7270,NA,11350,44500
"2017-03-29",3263,7450,NA,11350,44200
"2017-03-30",3370,7340,NA,11300,44300
"2017-03-31",3375,7630,NA,11300,44500
"2017-04-03",3539,7710,NA,11350,44300
"2017-04-04",3505,7230,NA,11300,44000
"2017-04-05",3568,7290,NA,11350,43850
"2017-04-06",3742,7000,NA,11450,44150
"2017-04-07",3829,7000,NA,11350,44250
"2017-04-10",3810,6440,NA,11350,43800
"2017-04-11",3858,6510,NA,11150,43750
"2017-04-12",3732,6700,NA,11200,43950
"2017-04-13",3752,6630,NA,11300,44150
"2017-04-14",3713,6540,NA,11250,44050
"2017-04-17",3694,6730,NA,11200,44200
"2017-04-18",3723,6890,NA,11250,45000
"2017-04-19",3911,6700,NA,11350,45500
"2017-04-20",3761,6520,NA,11400,45900
"2017-04-21",3752,6400,NA,11600,46350
"2017-04-24",3834,5930,NA,11500,46650
"2017-04-25",4071,6030,NA,11500,46900
"2017-04-26",3964,6030,NA,11550,48150
"2017-04-27",3964,6090,NA,11400,48900
"2017-04-28",3868,5940,NA,11450,49400
"2017-05-02",3757,5540,NA,11350,49050
"2017-05-04",3786,6060,NA,11600,48100
"2017-05-08",3810,6170,NA,11750,46700
"2017-05-10",3723,6260,NA,11600,46250
"2017-05-11",3732,6210,NA,11550,46450
"2017-05-12",3737,6130,NA,11650,46250
"2017-05-15",3737,6090,NA,11700,46800
"2017-05-16",3694,6090,NA,11750,47450
"2017-05-17",4545,6200,NA,11850,47200
"2017-05-18",4506,6090,NA,11800,47550
"2017-05-19",4250,6040,NA,11950,47400
"2017-05-22",4022,5880,NA,12200,47500
"2017-05-23",4051,5890,NA,12200,47350
"2017-05-24",3858,6120,NA,12100,47500
"2017-05-25",3761,6150,NA,12100,47400
"2017-05-26",3877,6110,NA,12200,48000
"2017-05-29",3819,6120,NA,12050,47350
"2017-05-30",3887,6250,NA,12050,47100
"2017-05-31",3892,6210,NA,12050,48150
"2017-06-01",3824,6260,NA,12100,47850
"2017-06-02",3848,6480,NA,12200,48400
"2017-06-05",3786,6540,NA,12100,48550
"2017-06-07",3771,6280,NA,12150,48050
"2017-06-08",3737,6470,NA,12300,46850
"2017-06-09",3882,6310,NA,12250,47050
"2017-06-12",3747,6150,NA,12200,46700
"2017-06-13",3752,6200,NA,12250,46450
"2017-06-14",3795,6200,NA,12300,46650
"2017-06-15",3877,6110,NA,12100,46800
"2017-06-16",3805,6020,NA,12050,47050
"2017-06-19",3810,6020,NA,11800,46850
"2017-06-20",3703,5920,NA,11700,47000
"2017-06-21",3728,5830,NA,11750,46100
"2017-06-22",3370,5750,NA,11650,46150
"2017-06-23",3273,5790,NA,11750,46950
"2017-06-26",3317,5800,NA,11900,46900
"2017-06-27",3254,5830,NA,12000,47550
"2017-06-28",3172,5730,NA,12100,46650
"2017-06-29",3181,5750,NA,12150,47200
"2017-06-30",3191,5670,NA,12050,47100
"2017-07-03",3099,5750,NA,12050,46150
"2017-07-04",3046,5630,NA,12000,44800
"2017-07-05",3172,5620,NA,12000,44200
"2017-07-06",3215,5660,NA,12100,44800
"2017-07-07",3143,5550,NA,12100,45100
"2017-07-10",3080,5340,NA,12100,46150
"2017-07-11",3036,5250,NA,12000,45900
"2017-07-12",3036,5180,NA,11800,45350
"2017-07-13",3060,5170,NA,11900,45550
"2017-07-14",3007,5040,NA,11900,45850
"2017-07-17",3085,5100,NA,11950,45950
"2017-07-18",3138,5040,NA,11900,45800
"2017-07-19",3128,5100,NA,12050,45500
"2017-07-20",3133,5130,NA,12300,45850
"2017-07-21",3210,5190,NA,12550,45600
"2017-07-24",3138,5080,NA,12350,46200
"2017-07-25",3065,4990,NA,12500,46250
"2017-07-26",3002,4865,NA,12600,45400
"2017-07-27",3017,4855,NA,12900,45800
"2017-07-28",3128,4695,NA,12800,45800
"2017-07-31",3046,4700,NA,11950,45150
"2017-08-01",3007,4775,NA,11550,45750
"2017-08-02",3085,4915,NA,11750,46300
"2017-08-03",3012,5090,NA,11250,46150
"2017-08-04",3075,4895,NA,11150,45700
"2017-08-07",3080,4740,NA,11400,45850
"2017-08-08",3196,4755,NA,11400,46100
"2017-08-09",3133,4820,NA,11150,45700
"2017-08-10",3075,5070,NA,11050,45700
"2017-08-11",3007,5090,NA,11000,44850
"2017-08-14",2983,5050,NA,10900,44600
"2017-08-16",3017,5350,NA,10950,45100
"2017-08-17",3060,5280,NA,11000,45150
"2017-08-18",3036,5180,NA,11100,45250
"2017-08-21",3114,5210,NA,11100,45450
"2017-08-22",3065,5160,NA,10400,45800
"2017-08-23",3031,5070,NA,10500,45700
"2017-08-24",3002,5060,NA,10750,45300
"2017-08-25",3051,5170,NA,10700,45200
"2017-08-28",2993,5150,NA,11000,44950
"2017-08-29",3027,5090,NA,11000,45450
"2017-08-30",3012,5140,NA,10850,45800
"2017-08-31",3002,5120,NA,10650,45000
"2017-09-01",2998,5410,NA,10700,45050
"2017-09-04",2969,5380,NA,11000,44850
"2017-09-05",2930,5430,NA,10550,44800
"2017-09-06",2881,5330,NA,10550,43900
"2017-09-07",2983,5300,NA,10800,43950
"2017-09-08",2940,5180,NA,10700,45000
"2017-09-11",2930,5070,NA,10800,44200
"2017-09-12",2940,5070,NA,10950,43450
"2017-09-13",3002,5260,NA,10800,43900
"2017-09-14",2973,5220,NA,10850,44350
"2017-09-15",2940,5070,NA,10650,44500
"2017-09-18",2940,5300,NA,10800,43600
"2017-09-19",2935,5100,NA,10650,43850
"2017-09-20",2906,4990,NA,10600,44050
"2017-09-21",2886,4900,NA,10200,44650
"2017-09-22",2765,4660,NA,9990,44150
"2017-09-25",2567,4490,NA,9900,43200
"2017-09-26",2756,4490,NA,10050,44000
"2017-09-27",2756,4565,NA,9950,43800
"2017-09-28",2901,4540,NA,10400,45150
"2017-09-29",2872,4850,NA,10750,43900
"2017-10-10",2833,4880,NA,10400,43900
"2017-10-11",2867,4955,NA,10250,43600
"2017-10-12",2857,4975,NA,10250,43800
"2017-10-13",2785,4910,NA,10300,44100
"2017-10-16",2814,4865,NA,10300,43650
"2017-10-17",2799,4875,NA,10700,44000
"2017-10-18",2736,4825,NA,10850,43900
"2017-10-19",2736,4740,NA,11000,43450
"2017-10-20",2785,4750,NA,11000,43200
"2017-10-23",2794,4730,NA,11200,42900
"2017-10-24",2828,4645,NA,11250,43350
"2017-10-25",2809,4680,NA,11250,43300
"2017-10-26",2775,4655,NA,11100,43250
"2017-10-27",2765,4820,NA,11300,42950
"2017-10-30",2770,4975,NA,11300,43200
"2017-10-31",2799,4930,NA,11500,43350
"2017-11-01",2809,4905,NA,11400,44300
"2017-11-02",2799,4825,NA,11300,43450
"2017-11-03",2843,4845,NA,11200,43600
"2017-11-06",2838,4890,NA,11300,43700
"2017-11-07",2814,4870,NA,11300,43800
"2017-11-08",2790,5000,NA,11600,44300
"2017-11-09",2761,5030,NA,11750,44400
"2017-11-10",2785,5030,NA,11800,44300
"2017-11-13",2809,5040,NA,11950,43800
"2017-11-14",2780,4920,NA,12000,43350
"2017-11-15",2901,4770,NA,12050,42450
"2017-11-16",2973,4960,NA,12100,42450
"2017-11-17",2915,4975,NA,12000,43300
"2017-11-20",2877,5350,NA,11750,42900
"2017-11-21",2828,5190,NA,11650,42750
"2017-11-22",2785,5160,NA,11900,43500
"2017-11-23",2780,5320,NA,12100,43450
"2017-11-24",2848,5490,NA,12100,43100
"2017-11-27",2804,5530,NA,11700,43500
"2017-11-28",2751,5290,NA,11700,43100
"2017-11-29",2765,5310,NA,11750,43050
"2017-11-30",2703,5180,NA,11800,43000
"2017-12-01",2678,5200,NA,12000,42900
"2017-12-04",2616,5100,NA,12000,42900
"2017-12-05",2727,5100,NA,11800,43400
"2017-12-06",2688,5030,NA,11850,44100
"2017-12-07",2630,4890,NA,11550,43300
"2017-12-08",2591,4700,NA,11200,43950
"2017-12-11",2683,4860,NA,11500,43250
"2017-12-12",2707,4790,NA,11650,43500
"2017-12-13",2722,4865,NA,11750,43700
"2017-12-14",2727,4860,NA,11700,44000
"2017-12-15",2756,5040,NA,11600,43650
"2017-12-18",2775,5060,NA,11700,43550
"2017-12-19",2838,4900,NA,11500,43200
"2017-12-20",2809,4785,NA,11700,43100
"2017-12-21",2896,4650,NA,11500,43150
"2017-12-22",2857,4835,NA,11350,43800
"2017-12-26",2925,4740,NA,11350,44150
"2017-12-27",3045,4945,NA,11350,42350
"2017-12-28",3195,4950,NA,11850,41550
"2018-01-02",3130,5050,NA,12000,41800
"2018-01-03",3020,5120,NA,11800,42100
"2018-01-04",2955,5210,NA,11950,41550
"2018-01-05",3060,5190,NA,12000,40600
"2018-01-08",3100,5180,NA,12000,40500
"2018-01-09",3100,5040,NA,11850,41100
"2018-01-10",3130,5070,NA,11800,41000
"2018-01-11",3115,5110,NA,11650,41400
"2018-01-12",3045,4910,NA,12000,40200
"2018-01-15",2965,4855,NA,11800,40000
"2018-01-16",3175,4870,NA,11650,40500
"2018-01-17",3230,4920,NA,11650,41150
"2018-01-18",3160,5110,NA,11700,41650
"2018-01-19",3350,5130,NA,12000,41800
"2018-01-22",3345,5160,NA,11750,41700
"2018-01-23",3350,5170,NA,11800,41600
"2018-01-24",3315,5150,NA,12000,41350
"2018-01-25",3485,5310,NA,12050,41350
"2018-01-26",3675,5300,NA,12900,41750
"2018-01-29",3795,5310,NA,13000,41850
"2018-01-30",3925,5220,NA,12800,42450
"2018-01-31",3900,5330,NA,12700,42950
"2018-02-01",3885,5310,NA,12650,43100
"2018-02-02",3840,5090,NA,12500,43150
"2018-02-05",3890,5000,NA,12150,43100
"2018-02-06",3750,4925,NA,11950,42850
"2018-02-07",3700,4825,NA,12000,42800
"2018-02-08",3835,4870,NA,12100,42450
"2018-02-09",3750,4740,NA,12000,42450
"2018-02-12",3660,4760,NA,12250,41900
"2018-02-13",3590,4720,NA,12300,42500
"2018-02-14",3530,4715,NA,11700,41400
"2018-02-19",3620,4810,NA,11650,41450
"2018-02-20",3650,4895,NA,11850,42000
"2018-02-21",3650,4865,NA,11700,42500
"2018-02-22",3480,4835,NA,11900,42000
"2018-02-23",3820,4830,NA,11600,40600
"2018-02-26",4965,4825,NA,11800,39900
"2018-02-27",6450,4820,NA,11850,40550
"2018-02-28",8380,4755,NA,11350,40300
"2018-03-02",10850,4720,NA,11050,40150
"2018-03-05",9400,4650,NA,11000,39600
"2018-03-06",10600,4695,NA,10800,38400
"2018-03-07",10300,4685,NA,10800,38900
"2018-03-08",11000,4765,NA,10850,38350
"2018-03-09",13350,4860,NA,11000,39600
"2018-03-12",12950,4860,NA,11050,39300
"2018-03-13",13450,4860,NA,11050,39400
"2018-03-14",13450,4845,NA,11150,39500
"2018-03-15",13550,4815,NA,11150,39300
"2018-03-16",13200,4815,NA,11150,39300
"2018-03-19",12750,4730,NA,11100,39000
"2018-03-20",12750,4755,NA,10850,39500
"2018-03-21",16550,4795,NA,10850,39350
"2018-03-22",17500,4735,NA,11050,38750
"2018-03-23",17400,4485,NA,10900,38100
"2018-03-26",17350,4610,NA,10900,38000
"2018-03-27",16550,4725,NA,10850,37800
"2018-03-28",15600,4860,NA,10700,37350
"2018-03-29",20250,4875,NA,10600,37500
"2018-03-30",20450,4840,NA,10850,38000
"2018-04-02",15500,4890,NA,10850,37900
"2018-04-03",18700,4825,NA,10850,37700
"2018-04-04",17800,4710,NA,10550,38350
"2018-04-05",17050,4715,NA,10600,38500
"2018-04-06",17500,4695,NA,10650,38500
"2018-04-09",17700,4665,NA,10600,37600
"2018-04-10",18450,4635,NA,10500,36600
"2018-04-11",23950,4670,NA,10400,36250
"2018-04-12",24400,4640,NA,10700,36500
"2018-04-13",27150,4605,NA,10450,36000
"2018-04-16",26200,4650,NA,10300,36000
"2018-04-17",24950,4715,NA,10050,37000
"2018-04-18",20500,4700,NA,10250,37000
"2018-04-19",21100,4700,NA,10250,37500
"2018-04-20",20350,4895,NA,10350,36450
"2018-04-23",23300,4810,NA,10550,36650
"2018-04-24",20250,5020,NA,10700,37100
"2018-04-25",20300,4970,NA,11200,37700
"2018-04-26",20250,4965,NA,11200,38000
"2018-04-27",19350,4925,NA,11100,38800
"2018-04-30",17800,4930,NA,11000,37500
"2018-05-02",17100,5150,NA,11400,38100
"2018-05-03",17650,4990,NA,11750,37350
"2018-05-04",16300,5080,NA,11800,38000
"2018-05-08",14900,4865,NA,11450,38000
"2018-05-09",15800,4755,NA,11650,37600
"2018-05-10",16100,4830,NA,11250,37150
"2018-05-11",15750,4865,NA,11650,37000
"2018-05-14",14600,4920,NA,12000,37800
"2018-05-15",14150,4840,NA,11500,38000
"2018-05-16",14650,4700,NA,10950,37950
"2018-05-17",14200,4730,NA,11350,38350
"2018-05-18",14700,4890,NA,11350,38550
"2018-05-21",14750,4955,NA,10950,38600
"2018-05-23",14900,4850,NA,10750,38600
"2018-05-24",14550,4780,NA,10750,38650
"2018-05-25",13050,4765,NA,10850,38600
"2018-05-28",14100,4810,NA,11000,38300
"2018-05-29",13250,4735,NA,10650,38100
"2018-05-30",13350,4650,NA,10350,37900
"2018-05-31",13250,4690,NA,10450,38350
"2018-06-01",16550,4735,NA,10450,38000
"2018-06-04",16600,4740,NA,10400,38400
"2018-06-05",16900,4695,NA,10950,38050
"2018-06-07",17900,4760,NA,10900,37600
"2018-06-08",17700,4715,NA,11000,37500
"2018-06-11",18400,4705,NA,11300,37600
"2018-06-12",17250,4670,NA,11650,37600
"2018-06-14",16850,4635,NA,11600,37350
"2018-06-15",14850,4575,NA,11650,37300
"2018-06-18",13500,4350,NA,11600,36550
"2018-06-19",12900,4120,NA,11400,36650
"2018-06-20",13400,4155,NA,11250,36650
"2018-06-21",12550,4095,NA,11500,36850
"2018-06-22",12350,4005,NA,11500,36700
"2018-06-25",12400,3995,NA,11500,37100
"2018-06-26",12550,3930,NA,11600,36650
"2018-06-27",12100,3980,NA,11550,36450
"2018-06-28",12450,3790,NA,11450,36750
"2018-06-29",12250,3755,NA,11350,36800
"2018-07-02",12150,3590,NA,10800,36500
"2018-07-03",11200,3610,NA,10050,36700
"2018-07-04",14550,3660,NA,10150,37050
"2018-07-05",13000,3580,NA,10150,37050
"2018-07-06",13100,3600,NA,10350,37000
"2018-07-09",13350,3625,NA,10400,36900
"2018-07-10",13450,3740,NA,10400,36600
"2018-07-11",13000,3740,NA,10400,36900
"2018-07-12",13000,3805,NA,10600,36600
"2018-07-13",12850,3795,NA,10450,37300
"2018-07-16",13300,3825,NA,10000,37300
"2018-07-17",13550,3795,NA,9930,36950
