"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","BPS","PBR","주당배당금","배당수익률","fics산업군"
"1719","130500","GH신소재",6840,-90,-1.3,"KOSDAQ","섬유·의류",7.524e+10,204,33.53,3899,1.75,0,0,"자동차부품"
"1720","177830","파버나인",5550,150,2.78,"KOSDAQ","일반전기전자",75104525850,NA,NA,4104,1.35,0,0,"금속 및 광물"
"1721","009770","삼정펄프",30000,0,0,"KOSPI","종이목재",74999130000,1868,16.06,73851,0.41,0,0,"가정생활용품"
"1722","111110","호전실업",9370,90,0.97,"KOSPI","섬유의복",7.496e+10,346,27.08,14353,0.65,250,2.67,"섬유 및 의복"
"1723","004410","서울식품",207,-1,-0.48,"KOSPI","음식료품",74951658756,NA,NA,73,2.84,0,0,"식료품"
"1724","005670","푸드웰",7480,-10,-0.13,"KOSDAQ","음식료·담배",7.48e+10,3153,2.37,7681,0.97,100,1.34,"식료품"
"1725","066670","디스플레이텍",4000,25,0.63,"KOSDAQ","IT부품",74767672000,316,12.66,8006,0.5,100,2.5,"휴대폰 및 관련부품"
"1726","067010","이씨에스",6060,70,1.17,"KOSDAQ","정보기기",74501640000,308,19.68,3645,1.66,100,1.65,"IT 서비스"
"1727","024890","대원화성",1805,45,2.56,"KOSPI","화학",74454719360,104,17.36,1925,0.94,10,0.55,"섬유 및 의복"
"1728","203450","유니온커뮤니티",5070,-50,-0.98,"KOSDAQ","일반전기전자",74422565490,299,16.96,2360,2.15,70,1.38,"보안장비"
"1729","092460","한라IMS",6330,-30,-0.47,"KOSDAQ","운송장비·부품",74345710740,392,16.15,6891,0.92,100,1.58,"조선"
"1730","073540","에프알텍",6520,260,4.15,"KOSDAQ","통신장비",7.4328e+10,NA,NA,2742,2.38,0,0,"통신장비"
"1731","069730","DSR제강",5160,-30,-0.58,"KOSPI","철강금속",7.4304e+10,469,11,9851,0.52,40,0.78,"금속 및 광물"
"1732","101170","우림기계",5490,160,3,"KOSDAQ","기계·장비",7.4115e+10,NA,NA,6428,0.85,0,0,"기계"
"1733","322780","코퍼스코리아",2160,50,2.37,"KOSDAQ","오락·문화",74100255840,NA,NA,NA,NA,0,0,"미디어"
"1734","064520","바른전자",1005,0,0,"KOSDAQ","반도체",74054909385,NA,NA,639,1.57,0,0,"반도체 및 관련장비"
"1735","042940","상지카일룸",1285,30,2.39,"KOSDAQ","건설",74028203645,NA,NA,1064,1.21,0,0,"건설"
"1736","038340","UCI",1975,-35,-1.74,"KOSDAQ","기타서비스",73859799825,NA,NA,1110,1.78,0,0,"교육"
"1737","103840","우양",5740,90,1.59,"KOSDAQ","음식료·담배",73804920000,326,17.61,2347,2.45,0,0,"식료품"
"1738","065570","삼영이엔씨",8360,-230,-2.68,"KOSDAQ","통신장비",7.3568e+10,NA,NA,8544,0.98,0,0,"조선"
"1739","294630","서남",3605,75,2.12,"KOSDAQ","일반전기전자",73416401800,NA,NA,357,10.1,0,0,"에너지 시설 및 서비스"
"1740","006660","삼성공조",9020,-120,-1.31,"KOSPI","운수장비",73299352280,593,15.21,26712,0.34,60,0.67,"자동차부품"
"1741","078350","한양디지텍",5610,170,3.13,"KOSDAQ","반도체",73297185720,NA,NA,2890,1.94,0,0,"반도체 및 관련장비"
"1742","008420","문배철강",3570,45,1.28,"KOSPI","철강금속",73197512850,121,29.5,5430,0.66,50,1.4,"금속 및 광물"
"1743","073190","듀오백",6100,1200,24.49,"KOSDAQ","기타제조",73005044000,NA,NA,2289,2.66,0,0,"내구소비재"
"1744","091970","나노캠텍",2585,-130,-4.79,"KOSDAQ","화학",72587898625,NA,NA,2292,1.13,0,0,"화학"
"1745","036000","예림당",3150,10,0.32,"KOSDAQ","출판·매체복제",72557972550,NA,NA,9308,0.34,0,0,"항공운수"
"1746","097870","효성오앤비",8540,350,4.27,"KOSDAQ","화학",72504600000,203,42.07,7102,1.2,100,1.17,"화학"
"1747","000850","화천기공",32900,300,0.92,"KOSPI","기계",7.238e+10,3388,9.71,134845,0.24,1250,3.8,"기계"
"1748","019590","엠벤처투자",1140,70,6.54,"KOSDAQ","금융",72266297460,133,8.57,627,1.82,0,0,"창업투자 및 종금"
"1749","267790","배럴",9160,200,2.23,"KOSDAQ","섬유·의류",72231180000,883,10.37,5855,1.56,0,0,"섬유 및 의복"
"1750","095270","웨이브일렉트로",4905,50,1.03,"KOSDAQ","IT부품",72140846670,NA,NA,1239,3.96,0,0,"통신장비"
"1751","147760","마이크로프랜드",6660,290,4.55,"KOSDAQ","의료·정밀기기",72060307560,NA,NA,3801,1.75,0,0,"반도체 및 관련장비"
"1752","090080","평화산업",1310,85,6.94,"KOSPI","운수장비",71921959290,NA,NA,610,2.15,0,0,"자동차부품"
"1753","226400","오스테오닉",5500,0,0,"KOSDAQ","의료·정밀기기",71813780500,40,137.5,2295,2.4,0,0,"의료 장비 및 서비스"
"1754","005860","한일사료",1820,0,0,"KOSDAQ","음식료·담배",71714706700,NA,NA,1568,1.16,25,1.37,"식료품"
"1755","054180","메디콕스",1635,65,4.14,"KOSDAQ","운송장비·부품",71548051260,NA,NA,756,2.16,0,0,"조선"
"1756","105550","트루윈",5220,-30,-0.57,"KOSDAQ","일반전기전자",71543278980,NA,NA,2075,2.52,0,0,"자동차부품"
"1757","263810","상신전자",5020,230,4.8,"KOSDAQ","일반전기전자",71508484360,176,28.52,2424,2.07,0,0,"내구소비재"
"1758","011690","유양디앤유",1220,0,0,"KOSPI","전기전자",71362925220,NA,NA,1985,0.61,0,0,"전자 장비 및 기기"
"1759","317870","엔바이오니아",9410,10,0.11,"KOSDAQ","기타제조",71361252550,159,59.18,2897,3.25,0,0,"내구소비재"
"1760","051780","큐로홀딩스",591,-4,-0.67,"KOSDAQ","방송서비스",71275069845,NA,NA,276,2.14,0,0,"미디어"
"1761","020180","대신정보통신",1850,35,1.93,"KOSDAQ","컴퓨터서비스",71093492750,39,47.44,678,2.73,10,0.54,"IT 서비스"
"1762","012320","경동인베스트",30050,-50,-0.17,"KOSPI","기타금융",71068941150,4007,7.5,171962,0.17,500,1.66,"가스"
"1763","221610","자안",252,3,1.2,"KOSDAQ","화학",70882125300,6,42,208,1.21,0,0,"화학"
"1764","169330","엠브레인",7900,110,1.41,"KOSDAQ","기타서비스",70850826100,511,15.46,2521,3.13,220,2.78,"IT 서비스"
"1765","052600","한네트",6110,120,2,"KOSDAQ","통신서비스",70654207000,98,62.35,3033,2.01,100,1.64,"상업서비스"
"1766","001560","제일연마",7060,-50,-0.7,"KOSPI","비금속광물",7.06e+10,853,8.28,8396,0.84,220,3.12,"금속 및 광물"
"1767","277070","린드먼아시아",5220,100,1.95,"KOSDAQ","금융",7.047e+10,313,16.68,3356,1.56,89,1.7,"창업투자 및 종금"
"1768","004090","한국석유",107500,500,0.47,"KOSPI","비금속광물",7.0434e+10,NA,NA,212214,0.51,1500,1.4,"건축소재"
"1769","052300","W홀딩컴퍼니",303,1,0.33,"KOSDAQ","운송",70422682179,NA,NA,429,0.71,0,0,"육상운수"
"1770","054630","에이디칩스",1355,140,11.52,"KOSDAQ","기타제조",70416986880,NA,NA,683,1.98,0,0,"내구소비재"
"1771","153490","우리이앤엘",1410,-30,-2.08,"KOSDAQ","반도체",7.0359e+10,99,14.24,1223,1.15,0,0,"디스플레이 및 관련부품"
"1772","063760","이엘피",14300,800,5.93,"KOSDAQ","반도체",70220150000,859,16.65,14225,1.01,120,0.84,"디스플레이 및 관련부품"
"1773","131760","파인텍",1635,20,1.24,"KOSDAQ","IT부품",70182505800,3,545,1459,1.12,0,0,"디스플레이 및 관련부품"
"1774","114630","우노앤컴퍼니",5170,325,6.71,"KOSDAQ","화학",70177399050,NA,NA,4911,1.05,100,1.93,"섬유 및 의복"
"1775","016920","카스",2925,-125,-4.1,"KOSDAQ","유통",70038241650,140,20.89,1893,1.55,10,0.34,"기계"
"1776","218150","미래생명자원",3750,-95,-2.47,"KOSDAQ","음식료·담배",70017855000,58,64.66,1589,2.36,0,0,"식료품"
"1777","033340","좋은사람들",1400,5,0.36,"KOSDAQ","섬유·의류",69871513600,NA,NA,2156,0.65,0,0,"섬유 및 의복"
"1778","084670","동양고속",24100,0,0,"KOSPI","운수창고업",69783212900,12104,1.99,45514,0.53,4700,19.5,"육상운수"
"1779","010470","오리콤",5890,70,1.2,"KOSDAQ","기타서비스",69767344500,532,11.07,7081,0.83,220,3.74,"미디어"
"1780","080470","성창오토텍",9500,-120,-1.25,"KOSDAQ","운송장비·부품",6.935e+10,NA,NA,5186,1.83,30,0.32,"자동차부품"
"1781","060540","에스에이티",2650,-40,-1.49,"KOSDAQ","통신장비",69253260900,355,7.46,3231,0.82,50,1.89,"휴대폰 및 관련부품"
"1782","025820","이구산업",2070,25,1.22,"KOSPI","철강금속",69224940000,NA,NA,3027,0.68,30,1.45,"금속 및 광물"
"1783","054540","삼영엠텍",5320,30,0.57,"KOSDAQ","금속",6.916e+10,273,19.49,5964,0.89,100,1.88,"기계"
"1784","066360","체리부로",2480,-35,-1.39,"KOSDAQ","음식료·담배",69123487520,NA,NA,3225,0.77,0,0,"식료품"
"1785","318000","한국바이오젠",8440,60,0.72,"KOSDAQ","화학",68877363000,NA,NA,3159,2.67,50,0.59,"화학"
"1786","021650","한국큐빅",4210,0,0,"KOSDAQ","화학",68835870230,206,20.44,3499,1.2,25,0.59,"자동차부품"
"1787","032680","소프트센",1920,15,0.79,"KOSDAQ","유통",68689537920,NA,NA,975,1.97,0,0,"IT 서비스"
"1788","003010","혜인",5400,-20,-0.37,"KOSPI","유통업",68648833800,412,13.11,8192,0.66,60,1.11,"기계"
"1789","008870","금비",68600,1700,2.54,"KOSPI","비금속광물",6.86e+10,8088,8.48,103528,0.66,1700,2.48,"용기 및 포장"
"1790","126640","화신정공",1885,20,1.07,"KOSDAQ","운송장비·부품",68564776995,99,19.04,2217,0.85,30,1.59,"자동차부품"
"1791","012170","키위미디어그룹",1105,0,0,"KOSPI","서비스업",68534900070,NA,NA,NA,NA,0,0,"미디어"
"1792","004590","한국가구",4555,-30,-0.65,"KOSDAQ","유통",6.8325e+10,405,11.25,6919,0.66,115,2.52,"식료품"
"1793","069410","엔텔스",9900,670,7.26,"KOSDAQ","소프트웨어",68302347300,301,32.89,6109,1.62,0,0,"IT 서비스"
"1794","000590","CS홀딩스",59000,400,0.68,"KOSPI","기타금융",68114438000,8435,6.99,195584,0.3,500,0.85,"금속 및 광물"
"1795","205500","액션스퀘어",1645,-5,-0.3,"KOSDAQ","디지털컨텐츠",67992201025,NA,NA,489,3.36,0,0,"게임 소프트웨어"
"1796","090370","메타랩스",1065,60,5.97,"KOSPI","섬유의복",67829782905,NA,NA,1022,1.04,0,0,"섬유 및 의복"
"1797","039670","한류타임즈",3680,0,0,"KOSDAQ","출판·매체복제",67793710720,NA,NA,NA,NA,0,0,"미디어"
"1798","019180","티에이치엔",3760,125,3.44,"KOSPI","전기전자",6.768e+10,959,3.92,3503,1.07,60,1.6,"자동차부품"
"1799","038010","제일테크노스",7510,-80,-1.05,"KOSDAQ","금속",6.759e+10,492,15.26,8454,0.89,90,1.2,"건축자재"
"1800","339950","아이비김영",1590,10,0.63,"KOSDAQ","기타서비스",67553781450,NA,NA,NA,NA,0,0,"교육"
"1801","222980","한국맥널티",6460,70,1.1,"KOSDAQ","음식료·담배",67299220560,NA,NA,2769,2.33,0,0,"식료품"
"1802","016100","리더스코스메틱",3700,55,1.51,"KOSDAQ","화학",67293431800,NA,NA,1590,2.33,0,0,"개인생활용품"
"1803","139050","데일리블록체인",953,-17,-1.75,"KOSDAQ","컴퓨터서비스",67088173272,NA,NA,417,2.29,0,0,"운송인프라"
"1804","080520","오디텍",5710,40,0.71,"KOSDAQ","반도체",67073137390,192,29.74,10005,0.57,100,1.75,"반도체 및 관련장비"
"1805","059210","메타바이오메드",2805,60,2.19,"KOSDAQ","제약",66933894555,143,19.62,2232,1.26,10,0.36,"의료 장비 및 서비스"
"1806","031860","엔에스엔",1280,-20,-1.54,"KOSDAQ","유통",66784541440,NA,NA,952,1.34,0,0,"컴퓨터 및 주변기기"
"1807","014190","원익큐브",1885,25,1.34,"KOSDAQ","유통",66728822810,108,17.45,2276,0.83,0,0,"화학"
"1808","079950","인베니아",2875,120,4.36,"KOSDAQ","기계·장비",6.67e+10,53,54.25,1945,1.48,0,0,"디스플레이 및 관련부품"
"1809","307180","아이엘사이언스",3130,120,3.99,"KOSDAQ","일반전기전자",66424931990,NA,NA,621,5.04,0,0,"디스플레이 및 관련부품"
"1810","115500","케이씨에스",5520,-110,-1.95,"KOSDAQ","컴퓨터서비스",6.624e+10,236,23.39,1724,3.2,220,3.99,"IT 서비스"
"1811","264850","이랜시스",2300,-30,-1.29,"KOSDAQ","일반전기전자",66129167600,48,47.92,895,2.57,40,1.74,"전자 장비 및 기기"
"1812","075130","플랜티넷",7360,-110,-1.47,"KOSDAQ","컴퓨터서비스",65945600000,303,24.29,7467,0.99,250,3.4,"인터넷 서비스"
"1813","011560","세보엠이씨",6250,200,3.31,"KOSDAQ","건설",65812500000,NA,NA,14252,0.44,150,2.4,"건설"
"1814","238120","얼라인드",9150,160,1.78,"KOSDAQ","의료·정밀기기",65783449200,16,571.88,2918,3.14,0,0,"의료 장비 및 서비스"
"1815","059120","아진엑스텍",6710,210,3.23,"KOSDAQ","반도체",65413079160,253,26.52,4198,1.6,100,1.49,"반도체 및 관련장비"
"1816","033230","인성정보",3020,80,2.72,"KOSDAQ","컴퓨터서비스",65169298760,NA,NA,1842,1.64,0,0,"IT 서비스"
"1817","099520","ITX-AI",2220,-5,-0.22,"KOSDAQ","통신장비",65049736260,NA,NA,598,3.71,0,0,"보안장비"
"1818","078650","코렌",940,-18,-1.88,"KOSDAQ","의료·정밀기기",64836850620,NA,NA,1030,0.91,0,0,"휴대폰 및 관련부품"
"1819","204630","스튜디오산타클로스",2200,-90,-3.93,"KOSDAQ","오락·문화",64798481000,NA,NA,1371,1.6,0,0,"미디어"
"1820","017480","삼현철강",4120,-25,-0.6,"KOSDAQ","금속",64695906800,424,9.72,9497,0.43,150,3.64,"금속 및 광물"
"1821","006570","대림통상",4245,45,1.07,"KOSPI","기계",64630125000,NA,NA,6005,0.71,140,3.3,"건축자재"
"1822","075970","동국알앤에스",3510,-40,-1.13,"KOSDAQ","비금속",6.4584e+10,140,25.07,4066,0.86,80,2.28,"금속 및 광물"
"1823","032800","판타지오",884,-64,-6.75,"KOSDAQ","오락·문화",64270285612,NA,NA,323,2.74,0,0,"미디어"
"1824","045510","정원엔시스",1990,-35,-1.73,"KOSDAQ","컴퓨터서비스",64096491080,25,79.6,1200,1.66,0,0,"IT 서비스"
"1825","021040","대호피앤씨",876,-1,-0.11,"KOSDAQ","금속",64046835576,10,87.6,933,0.94,0,0,"금속 및 광물"
"1826","080010","이상네트웍스",7100,70,1,"KOSDAQ","인터넷",64006500000,1061,6.69,10650,0.67,100,1.41,"인터넷 서비스"
"1827","066410","버킷스튜디오",1830,55,3.1,"KOSDAQ","디지털컨텐츠",63942289860,NA,NA,1334,1.37,0,0,"미디어"
"1828","069460","대호에이엘",2355,-30,-1.26,"KOSPI","철강금속",63902545845,NA,NA,972,2.42,0,0,"금속 및 광물"
"1829","300080","플리토",12250,0,0,"KOSDAQ","디지털컨텐츠",63820184750,NA,NA,4642,2.64,0,0,"IT 서비스"
"1830","154030","아시아종묘",6150,-130,-2.07,"KOSDAQ","농업, 임업 및 어업",63800179950,NA,NA,1562,3.94,0,0,"식료품"
"1831","031310","아이즈비전",4040,-35,-0.86,"KOSDAQ","통신장비",63721198960,NA,NA,5581,0.72,0,0,"통신장비"
"1832","044480","경남바이오파마",3165,15,0.48,"KOSDAQ","화학",63704505990,NA,NA,3458,0.92,0,0,"개인생활용품"
"1833","115310","인포바인",19950,100,0.5,"KOSDAQ","통신서비스",63698015850,4134,4.83,26580,0.75,900,4.51,"인터넷 서비스"
"1834","131090","시큐브",1590,30,1.92,"KOSDAQ","소프트웨어",6.36e+10,133,11.95,754,2.11,10,0.63,"일반 소프트웨어"
"1835","053260","금강철강",3375,25,0.75,"KOSDAQ","금속",6.318e+10,265,12.74,5902,0.57,100,2.96,"금속 및 광물"
"1836","027040","서울전자통신",907,5,0.55,"KOSDAQ","유통",63117084229,59,15.37,1343,0.68,0,0,"전기장비"
"1837","062970","피피아이",6770,40,0.59,"KOSDAQ","일반전기전자",63016412450,339,19.97,2409,2.81,0,0,"통신장비"
"1838","023150","MH에탄올",8540,430,5.3,"KOSPI","음식료품",63012612040,NA,NA,7785,1.1,350,4.1,"음료"
"1839","053270","구영테크",2385,550,29.97,"KOSDAQ","운송장비·부품",62950104990,136,17.54,2717,0.88,30,1.26,"자동차부품"
"1840","024840","KBI메탈",1905,65,3.53,"KOSDAQ","금속",62771365440,196,9.72,2735,0.7,0,0,"전기장비"
"1841","123700","SJM",4020,-125,-3.02,"KOSPI","운수장비",62731689960,438,9.18,10621,0.38,125,3.11,"자동차부품"
"1842","052460","아이크래프트",4290,155,3.75,"KOSDAQ","컴퓨터서비스",62668045440,NA,NA,2209,1.94,0,0,"IT 서비스"
"1843","263920","블러썸엠앤씨",4555,0,0,"KOSDAQ","기타제조",62509048460,NA,NA,6606,0.69,0,0,"개인생활용품"
"1844","290660","네오펙트",3305,-10,-0.3,"KOSDAQ","의료·정밀기기",62485255400,NA,NA,907,3.64,0,0,"의료 장비 및 서비스"
"1845","039610","화성밸브",6000,20,0.33,"KOSDAQ","기계·장비",62462400000,284,21.13,6985,0.86,0,0,"기계"
"1846","263860","지니언스",6610,230,3.61,"KOSDAQ","소프트웨어",62428806000,343,19.27,3585,1.84,0,0,"일반 소프트웨어"
"1847","049550","잉크테크",3895,-150,-3.71,"KOSDAQ","화학",62397635140,NA,NA,2246,1.73,0,0,"컴퓨터 및 주변기기"
"1848","017510","세명전기",4090,10,0.25,"KOSDAQ","금속",62356140000,224,18.26,4681,0.87,80,1.96,"전기장비"
"1849","111820","지와이커머스",2465,0,0,"KOSDAQ","인터넷",62306380230,NA,NA,18,136.94,0,0,"상업서비스"
"1850","041590","젬백스지오",804,-6,-0.74,"KOSDAQ","건설",62250684900,NA,NA,1169,0.69,0,0,"에너지 시설 및 서비스"
"1851","078940","코드네이처",1940,10,0.52,"KOSDAQ","건설",62098517300,NA,NA,695,2.79,0,0,"에너지 시설 및 서비스"
"1852","115480","씨유메디칼",2345,5,0.21,"KOSDAQ","의료·정밀기기",61988267005,NA,NA,2747,0.85,0,0,"의료 장비 및 서비스"
"1853","010400","우진아이엔에스",8100,150,1.89,"KOSPI","건설업",61738200000,279,29.03,14032,0.58,250,3.09,"기계"
"1854","311390","네오크레마",8430,70,0.84,"KOSDAQ","음식료·담배",61673837850,164,51.4,5197,1.62,0,0,"식료품"
"1855","010280","쌍용정보통신",1520,-20,-1.3,"KOSDAQ","컴퓨터서비스",61505331680,32,47.5,1095,1.39,0,0,"IT 서비스"
"1856","100030","모바일리더",18700,250,1.36,"KOSDAQ","소프트웨어",61405451800,NA,NA,9486,1.97,0,0,"IT 서비스"
"1857","189690","포시에스",7400,50,0.68,"KOSDAQ","소프트웨어",61128521400,671,11.03,6906,1.07,100,1.35,"일반 소프트웨어"
"1858","003780","진양산업",4700,-60,-1.26,"KOSPI","화학",6.11e+10,525,8.95,3159,1.49,200,4.26,"화학"
"1859","091340","S&K폴리텍",5210,30,0.58,"KOSDAQ","IT부품",60976386410,1368,3.81,7586,0.69,0,0,"전자 장비 및 기기"
"1860","154040","솔루에타",4695,70,1.51,"KOSDAQ","IT부품",60941785470,NA,NA,4924,0.95,0,0,"전자 장비 및 기기"
"1861","025560","미래산업",3255,100,3.17,"KOSPI","의료정밀",60747833895,NA,NA,3850,0.85,0,0,"반도체 및 관련장비"
"1862","037760","쎄니트",1790,-10,-0.56,"KOSDAQ","금속",60560928590,62,28.87,2143,0.84,30,1.68,"건축소재"
"1863","024740","한일단조",2020,75,3.86,"KOSDAQ","운송장비·부품",60380482560,107,18.88,3698,0.55,0,0,"자동차부품"
"1864","147830","제룡산업",6030,30,0.5,"KOSDAQ","금속",6.03e+10,255,23.65,5685,1.06,100,1.66,"금속 및 광물"
"1865","050860","아세아텍",3445,-40,-1.15,"KOSDAQ","기계·장비",60287500000,60,57.42,5637,0.61,50,1.45,"기계"
"1866","007120","미래아이앤지",465,-20,-4.12,"KOSPI","서비스업",60210128820,109,4.27,537,0.87,0,0,"IT 서비스"
"1867","101930","인화정공",6450,60,0.94,"KOSDAQ","운송장비·부품",60189497250,NA,NA,14229,0.45,0,0,"조선"
"1868","007610","선도전기",3315,75,2.31,"KOSPI","전기전자",5.967e+10,NA,NA,4797,0.69,25,0.75,"전기장비"
"1869","087600","픽셀플러스",7300,-150,-2.01,"KOSDAQ","반도체",59615873400,NA,NA,9523,0.77,0,0,"반도체 및 관련장비"
"1870","005010","휴스틸",7820,80,1.03,"KOSPI","철강금속",59601443760,NA,NA,52030,0.15,300,3.84,"금속 및 광물"
"1871","037440","희림",4280,15,0.35,"KOSDAQ","기타서비스",59588193000,288,14.86,3827,1.12,150,3.5,"건설"
"1872","108860","셀바스AI",2695,5,0.19,"KOSDAQ","소프트웨어",59440771775,NA,NA,1380,1.95,0,0,"의료 장비 및 서비스"
"1873","128660","피제이메탈",2395,65,2.79,"KOSDAQ","금속",59404068755,85,28.18,1634,1.47,100,4.18,"금속 및 광물"
"1874","257370","명성티엔에스",9210,0,0,"KOSDAQ","IT부품",59319850890,79,116.58,6005,1.53,0,0,"전자 장비 및 기기"
"1875","027580","상보",1265,20,1.61,"KOSDAQ","화학",59225036915,NA,NA,631,2,0,0,"디스플레이 및 관련부품"
"1876","181340","이즈미디어",8330,330,4.13,"KOSDAQ","의료·정밀기기",59185483000,NA,NA,5089,1.64,0,0,"휴대폰 및 관련부품"
"1877","196450","디오스텍",411,0,0,"KOSDAQ","의료·정밀기기",59184398259,46,8.93,556,0.74,0,0,"휴대폰 및 관련부품"
"1878","038110","에코플라스틱",2305,175,8.22,"KOSDAQ","운송장비·부품",59167897850,NA,NA,4274,0.54,30,1.3,"자동차부품"
"1879","099440","스맥",1925,75,4.05,"KOSDAQ","기계·장비",59164122325,NA,NA,3428,0.56,0,0,"기계"
"1880","002820","선창산업",4690,55,1.19,"KOSPI","종이목재",59131468410,NA,NA,17354,0.27,0,0,"종이 및 목재"
"1881","317770","슈프리마아이디",19500,650,3.45,"KOSDAQ","일반전기전자",59124390000,397,49.12,12939,1.51,0,0,"보안장비"
"1882","317830","에스피시스템스",7250,490,7.25,"KOSDAQ","기계·장비",59056325000,212,34.2,3737,1.94,20,0.28,"기계"
"1883","046110","한일네트웍스",4940,110,2.28,"KOSDAQ","컴퓨터서비스",59053881380,589,8.39,5635,0.88,230,4.66,"IT 서비스"
"1884","204020","그리티",2930,30,1.03,"KOSDAQ","섬유·의류",59031969900,89,32.92,3678,0.8,30,1.02,"섬유 및 의복"
"1885","297570","알로이스",3405,160,4.93,"KOSDAQ","통신장비",59006654670,NA,NA,953,3.57,0,0,"셋톱 박스"
"1886","046310","백금T&A",3590,405,12.72,"KOSDAQ","통신장비",58942921190,119,30.17,2650,1.35,50,1.39,"통신장비"
"1887","119500","포메탈",4940,-130,-2.56,"KOSDAQ","금속",58525326080,186,26.56,3776,1.31,60,1.21,"기계"
"1888","038620","위즈코프",1505,75,5.24,"KOSDAQ","유통",58440311860,2,752.5,984,1.53,0,0,"운송인프라"
"1889","073070","에이팸",2035,0,0,"KOSDAQ","운송장비·부품",58427546375,NA,NA,2250,0.9,0,0,"자동차부품"
"1890","002290","삼일기업공사",4695,-115,-2.39,"KOSDAQ","건설",5.8218e+10,265,17.72,4744,0.99,100,2.13,"건설"
"1891","127710","아시아경제",2280,-35,-1.51,"KOSDAQ","디지털컨텐츠",58159913520,146,15.62,4044,0.56,0,0,"미디어"
"1892","071850","캐스텍코리아",3510,45,1.3,"KOSDAQ","운송장비·부품",58157849880,NA,NA,7346,0.48,0,0,"자동차부품"
"1893","019540","일지테크",4295,-85,-1.94,"KOSDAQ","운송장비·부품",58040482500,NA,NA,8805,0.49,0,0,"자동차부품"
"1894","017000","신원종합개발",5760,10,0.17,"KOSDAQ","건설",57991835520,1351,4.26,8649,0.67,0,0,"건설"
"1895","037400","우리조명",2325,-75,-3.13,"KOSDAQ","일반전기전자",57946779450,53,43.87,2799,0.83,0,0,"디스플레이 및 관련부품"
"1896","096610","알에프세미",6100,20,0.33,"KOSDAQ","반도체",57917816400,NA,NA,6140,0.99,13,0.21,"휴대폰 및 관련부품"
"1897","220180","핸디소프트",2985,-15,-0.5,"KOSDAQ","소프트웨어",5.7909e+10,NA,NA,2868,1.04,0,0,"일반 소프트웨어"
"1898","048770","TPC",4265,100,2.4,"KOSDAQ","기계·장비",57493377140,NA,NA,2030,2.1,15,0.35,"기계"
"1899","069140","누리플랜",8090,110,1.38,"KOSDAQ","금속",57461190870,NA,NA,4313,1.88,0,0,"상업서비스"
"1900","141070","맥스로텍",1600,125,8.47,"KOSDAQ","기계·장비",57432560000,NA,NA,969,1.65,0,0,"기계"
"1901","010660","화천기계",2610,45,1.75,"KOSPI","기계",5.742e+10,NA,NA,5663,0.46,0,0,"기계"
"1902","320000","윈텍",3100,100,3.33,"KOSDAQ","기계·장비",57347358800,NA,NA,NA,NA,0,0,"전자 장비 및 기기"
"1903","044380","주연테크",1050,15,1.45,"KOSPI","전기전자",57342693450,NA,NA,731,1.44,0,0,"컴퓨터 및 주변기기"
"1904","072770","율호",1560,5,0.32,"KOSDAQ","소프트웨어",57216007680,NA,NA,636,2.45,0,0,"일반 소프트웨어"
"1905","115530","씨엔플러스",839,0,0,"KOSDAQ","IT부품",57020957000,NA,NA,222,3.78,0,0,"디스플레이 및 관련부품"
"1906","024850","피에스엠씨",1410,-5,-0.35,"KOSDAQ","반도체",56423297430,2,705,510,2.76,0,0,"반도체 및 관련장비"
"1907","332370","아이디피",8500,0,0,"KOSDAQ","정보기기",56413335500,680,12.5,4385,1.94,0,0,"컴퓨터 및 주변기기"
"1908","056000","네스엠",2860,0,0,"KOSDAQ","디지털컨텐츠",56399843500,NA,NA,1229,2.33,0,0,"게임 소프트웨어"
"1909","011700","한신기계",1730,25,1.47,"KOSPI","기계",56131841230,51,33.92,2496,0.69,15,0.87,"기계"
"1910","001000","신라섬유",2305,35,1.54,"KOSDAQ","유통",55959729700,9,256.11,595,3.87,0,0,"무선통신"
"1911","073010","케이에스피",1545,-5,-0.32,"KOSDAQ","기계·장비",55917037065,46,33.59,629,2.46,0,0,"조선"
"1912","192410","감마누",2070,10,0.49,"KOSDAQ","통신장비",55691019180,711,2.91,17361,0.12,0,0,"통신장비"
"1913","000950","전방",33050,150,0.46,"KOSPI","섬유의복",5.5524e+10,NA,NA,50283,0.66,0,0,"섬유 및 의복"
"1914","049800","우진플라임",5550,80,1.46,"KOSPI","기계",5.55e+10,NA,NA,5263,1.05,0,0,"기계"
"1915","246720","아스타",4820,155,3.32,"KOSDAQ","제약",55393960860,NA,NA,1291,3.73,0,0,"의료 장비 및 서비스"
"1916","003680","한성기업",8920,170,1.94,"KOSPI","음식료품",55388873800,NA,NA,8081,1.1,0,0,"식료품"
"1917","138070","신진에스엠",6160,40,0.65,"KOSDAQ","금속",55268647280,275,22.4,7926,0.78,70,1.14,"기계"
"1918","007630","폴루스바이오팜",1225,0,0,"KOSPI","유통업",55134426375,NA,NA,1509,0.81,0,0,"통신장비"
"1919","010770","평화홀딩스",3750,200,5.63,"KOSPI","운수장비",54845497500,NA,NA,7971,0.47,150,4,"자동차부품"
"1920","002220","한일철강",2200,-35,-1.57,"KOSPI","철강금속",54741176600,NA,NA,6586,0.33,0,0,"금속 및 광물"
